id_transaccion,id_usuario,fecha,hora,dias_antiguedad_cuenta,email_verificado,categoria,monto,es_online,tipo_tarjeta,pais_emision,pais_pago,mismo_envio_facturacion,tipo_dispositivo,sistema_operativo,dispositivo_nuevo,uso_vpn_proxy,paso_3d_secure,minutos_desde_ultima_tx,es_fraude
sdv-id-pkWkVi,c229a415-cb5f-4951-8534-f723c75694ac,1970-01-01,04:03:20,1125,sfisher@example.org,Retail,45.25,1,Visa,ESP,ESP,1,Tablet,Android,1,0,0,530,0
sdv-id-XouHdk,bdd4c1f2-71b8-4ce0-a347-2e25ba5498fd,1970-01-01,01:22:27,1076,charles58@example.net,Health,660.71,1,Visa,ESP,ESP,0,Tablet,Linux,0,0,1,150,1
sdv-id-vrxgYa,457e55cb-4d13-4338-8cc4-c0a9af5a01cc,1970-01-01,03:53:08,1265,hwade@example.org,Travel,373.14,1,Amex,ESP,PRT,1,Desktop,iOS,0,0,1,2119,0
sdv-id-uaomVy,eb1bb47f-4726-4e7f-8c05-e009397bfdd7,1970-01-01,08:13:04,521,raymond07@example.org,Gaming,9.06,1,Mastercard,ESP,ESP,1,Mobile,iOS,0,0,1,2606,0
sdv-id-YeNjQn,8e485223-46b9-4991-a14e-b70db380c73a,1970-01-01,10:08:41,1125,palmerjoseph@example.net,Retail,83.95,1,Visa,ESP,KEN,1,Desktop,Windows,0,0,0,38,0
sdv-id-HRBpuw,e47472d0-77e0-4d89-9197-aeb02ee49d62,1970-01-01,11:17:42,1164,jacksonchristina@example.org,Travel,452.7,1,Mastercard,ESP,ESP,0,Mobile,Linux,1,0,0,8,1
sdv-id-IYCOHZ,a7087280-34ee-4b67-a1bb-d1838acfd4d6,1970-01-01,03:54:42,886,jillherrera@example.com,Health,988.68,1,Visa,ESP,JPN,1,Tablet,Windows,1,1,1,2,1
sdv-id-XTduZx,8dac08c7-93b1-4009-b9dd-c52d6be01cee,1970-01-01,09:29:04,109,kennedyangela@example.org,Retail,1167.35,1,Mastercard,ESP,FRA,0,Mobile,Android,1,1,0,113,1
sdv-id-mBVYrs,0fb83639-289a-480f-b6ad-57f16eec50cb,1970-01-01,23:01:18,631,ronald41@example.net,Food,565.06,1,Visa,ESP,ESP,1,Tablet,Linux,0,0,0,1844,0
sdv-id-VMUEWT,95935df6-c6c2-46af-8aff-e799617d7629,1970-01-01,14:50:11,43,jjones@example.org,Tech,588.66,1,Visa,ESP,ESP,1,Desktop,macOS,1,1,1,13,0
sdv-id-fuPpwK,2f592f3e-1bbd-4513-b0bc-76c4e3fa6893,1970-01-01,06:55:28,287,emilyfletcher@example.com,Health,166.12,1,Mastercard,ESP,ESP,0,Desktop,macOS,0,0,1,1146,0
sdv-id-PdHUfG,39a20ed1-5452-485c-acfc-912a490a4abd,1970-01-01,14:34:02,1162,scottdaniel@example.org,Tech,16.98,1,Mastercard,ESP,CHE,0,Desktop,Android,1,0,0,249,1
sdv-id-WNZLgE,9e6ae5ed-9dfa-40db-8a37-78da1e293577,1970-01-01,08:40:59,544,harold35@example.com,Tech,6.75,1,Visa,ESP,ESP,1,Tablet,macOS,0,0,1,2611,0
sdv-id-IefThn,0f3f0f48-52d6-4779-9e43-79cbd8230076,1970-01-01,07:06:20,233,robin14@example.com,Health,7.75,1,Visa,ESP,ESP,0,Desktop,Linux,0,0,0,793,0
sdv-id-iVPwIY,eb45bc38-9cf6-4e33-8b5f-174b6c267b56,1970-01-01,18:29:26,88,oscar83@example.net,Tech,461.77,1,Visa,ESP,ESP,0,Desktop,Linux,1,1,1,166,1
sdv-id-jfVtQA,eb93f78c-620a-4158-9d2d-904f78c59073,1970-01-01,04:37:14,909,anna10@example.com,Retail,101.8,1,Visa,ESP,UKR,1,Tablet,Android,0,1,0,204,0
sdv-id-YMHLph,c1ec1103-9d2b-46ae-bd39-9a47a9cb126d,1970-01-01,09:12:54,311,amanda11@example.com,Retail,1488.45,1,Amex,ESP,ESP,0,Tablet,Android,1,1,0,2,1
sdv-id-ZQXDqI,20bf262b-4f4c-4fe8-acc1-8e4d83992e41,1970-01-01,21:04:03,825,victoriarios@example.com,Tech,127.9,1,Visa,ESP,THA,1,Mobile,iOS,1,0,1,756,0
sdv-id-fxxKiT,3b576da7-c34a-4fa6-9bd4-87bbc75ee63d,1970-01-01,04:43:59,590,lawsonjuan@example.com,Travel,8.8,1,Mastercard,ESP,ESP,1,Desktop,Windows,0,0,0,1752,1
sdv-id-snNnoA,a44a0d54-472a-4d93-ac6e-7aa80e81a1fd,1970-01-01,13:02:05,923,ehall@example.net,Tech,1214.77,1,Visa,ESP,SGP,0,Tablet,Linux,1,0,1,51,1
sdv-id-CUBQAX,c8794a56-a795-4d2b-9296-81b00d5979bf,1970-01-01,06:48:46,887,katie99@example.net,Tech,174.13,1,Visa,ESP,ESP,1,Desktop,Android,0,0,0,1531,0
sdv-id-ylmHeA,07298d47-7c65-4dc9-8b42-5bba4da273ed,1970-01-01,08:59:43,1390,kent40@example.net,Travel,65.56,1,Visa,ESP,EGY,1,Tablet,Android,0,0,0,467,0
sdv-id-XOjQNI,cc493697-09fa-42d1-b2d7-0179e95c3d29,1970-01-01,15:40:37,1313,xlopez@example.org,Travel,471.95,1,Amex,ESP,BRA,0,Mobile,Windows,0,0,1,6,1
sdv-id-RdAdek,c0c88368-81ad-4b3b-a138-ecb03f2e3130,1970-01-01,07:12:48,1052,cohendavid@example.org,Food,1625.46,1,Mastercard,ESP,CHN,0,Tablet,iOS,1,1,0,2,1
sdv-id-yCQekp,e2d903c8-a61a-4d8e-abf7-240fccc62fed,1970-01-01,10:59:17,903,nicholas78@example.net,Health,352.99,1,Amex,ESP,NGA,1,Desktop,Android,0,1,0,85,1
sdv-id-HEtyfZ,5058dd61-1f64-4c0d-8d7d-9c5ed41bb559,1970-01-01,05:07:38,1265,kevin89@example.net,Retail,1404.54,1,Amex,ESP,IND,0,Desktop,Windows,1,0,1,72,0
sdv-id-XWjUfu,ba991da0-85e8-4165-a189-6b253a5bece9,1970-01-01,23:44:27,662,dominguezwanda@example.com,Travel,211.35,1,Mastercard,ESP,MAR,0,Desktop,Android,1,1,0,11,1
sdv-id-FwMTob,699fdb02-bcdd-4b48-bcb3-c9fa191abb3d,1970-01-01,05:15:38,938,wdavis@example.com,Travel,108.19,1,Mastercard,ESP,CAN,0,Tablet,Linux,0,1,1,119,1
sdv-id-cGmSMd,ce7fc2d1-cf32-4d68-b869-cac87d3843c0,1970-01-01,11:58:06,788,tiffanyromero@example.com,Health,1550.13,1,Amex,ESP,FRA,0,Desktop,iOS,1,1,1,2,1
sdv-id-FhxXcZ,14aa3ca3-7ca9-468f-a12f-3b2104005940,1970-01-01,05:24:43,1162,janice98@example.org,Gaming,972.03,1,Visa,ESP,ESP,0,Tablet,Android,0,0,0,31,1
sdv-id-TBbcla,71a7fdb6-fd90-4bcb-8927-2f04668d7b72,1970-01-01,18:10:09,710,karennelson@example.com,Tech,808.9,1,Mastercard,ESP,ESP,1,Desktop,iOS,0,0,1,2534,0
sdv-id-Ihjgtl,e1316354-e574-4dde-ad19-378ef64ff128,1970-01-01,08:23:52,579,nicholasthomas@example.org,Food,207.26,1,Visa,ESP,KEN,1,Tablet,macOS,0,0,0,445,0
sdv-id-XnSkwl,72652f1e-47b0-41ec-8a32-7480ba9583c5,1970-01-01,23:11:35,806,bcarney@example.net,Retail,284.23,1,Visa,ESP,ESP,1,Desktop,iOS,0,0,0,1094,1
sdv-id-JGkrzp,db7be180-aac2-4afb-bc9d-b15bcb8553f6,1970-01-01,14:53:47,301,thomas97@example.com,Gaming,109.31,1,Visa,ESP,ESP,1,Mobile,Android,1,1,0,1632,0
sdv-id-DSidvg,5b078b11-1896-4587-8e6b-bde0ed0d6017,1970-01-01,19:21:09,1003,phorne@example.net,Health,14.77,1,Mastercard,ESP,JPN,0,Mobile,Linux,1,1,1,284,0
sdv-id-OQhZxZ,126ac1ba-517b-4fa0-8981-602a5b081fac,1970-01-01,15:53:54,45,kelleywillie@example.com,Retail,484.84,1,Visa,ESP,SAU,1,Tablet,Windows,0,1,1,1992,0
sdv-id-ZRrRUh,ad994f15-786b-4196-a7ad-053899c23641,1970-01-01,21:20:43,977,jack52@example.net,Gaming,309.21,1,Visa,ESP,ESP,0,Tablet,Android,1,0,1,1478,0
sdv-id-NOcxtX,496ff6e3-0495-461f-9080-810858904829,1970-01-01,16:20:44,284,smills@example.com,Gaming,381.35,1,Amex,ESP,KOR,0,Tablet,Linux,1,1,1,15,1
sdv-id-GlTRpP,53031bdb-5b43-4d20-b27c-592d5d9a6b90,1970-01-01,01:52:53,277,karljennings@example.org,Retail,86.05,1,Mastercard,ESP,CHE,0,Mobile,Windows,1,0,1,1648,0
sdv-id-TTLMpT,692c6843-e682-4710-98bd-19da0dd2c843,1970-01-01,06:10:01,148,josephscott@example.org,Food,1741.78,1,Mastercard,ESP,KOR,0,Tablet,Windows,1,1,0,47,1
sdv-id-xfuntu,966b91e7-c435-4e28-8b0c-17099569f8cb,1970-01-01,12:55:28,1279,larry39@example.net,Health,851.05,1,Amex,ESP,UKR,0,Desktop,Windows,1,0,0,4,1
sdv-id-DRwErJ,076451d3-275d-4459-92d3-6897d6442365,1970-01-01,04:58:47,1327,jessicagraham@example.org,Travel,1556.02,1,Mastercard,ESP,CAN,0,Desktop,Android,1,0,0,2,1
sdv-id-wGphLS,5708d618-9def-43a1-9042-26f62dfc60b7,1970-01-01,08:43:59,530,whaney@example.com,Retail,782.41,1,Amex,ESP,NGA,0,Tablet,iOS,1,1,0,47,1
sdv-id-HHyDKL,30318a12-2864-4c4b-9c47-581ecf3ff26a,1970-01-01,02:39:30,1256,wanda32@example.net,Retail,767.79,1,Mastercard,ESP,FRA,0,Desktop,Linux,1,0,1,2583,1
sdv-id-SCJoZR,00231f70-0a77-45cc-ae87-46510c2ca7fa,1970-01-01,11:11:50,1396,hendersonashley@example.com,Gaming,1466.65,1,Amex,ESP,ESP,0,Mobile,macOS,1,1,0,4,1
sdv-id-tGlwzs,83c7f1d9-a3d7-4d9b-a9b2-97702aaa9394,1970-01-01,06:42:39,896,carlsonbrett@example.com,Retail,651.03,1,Visa,ESP,ESP,0,Mobile,iOS,0,0,0,2519,0
sdv-id-HHSmYB,c33b88b0-b677-4cbe-9928-662561a2bcaa,1970-01-01,21:24:00,10,josephreed@example.org,Retail,623.31,1,Amex,ESP,KOR,0,Tablet,Windows,1,1,0,1169,1
sdv-id-MowPDt,6d0b4f01-cf09-4990-bb5f-b4278fd1bc4e,1970-01-01,11:11:46,1123,morganeric@example.net,Food,1477.46,1,Amex,ESP,ESP,0,Mobile,Windows,1,0,0,32,0
sdv-id-dRxYUP,8dc22e35-a8bb-4de9-bdaa-e2b31a70a81a,1970-01-01,13:02:52,1187,melissa92@example.com,Retail,1338.72,1,Visa,ESP,BRA,0,Desktop,iOS,1,0,0,2,1
sdv-id-tAYFRU,cff3bf72-3d74-48cc-94ed-db5aadc47057,1970-01-01,20:54:25,1295,brian29@example.net,Health,946.31,1,Mastercard,ESP,ESP,0,Mobile,iOS,0,0,0,51,0
sdv-id-ABlTIL,ad7f0730-37ba-47ec-9ccd-5aec8493e39d,1970-01-01,15:10:07,156,charles36@example.com,Food,132.5,1,Amex,ESP,USA,0,Desktop,Android,1,1,0,71,1
sdv-id-gCcJPp,3429ce3b-8931-4697-a4ab-a2a0b1cbc263,1970-01-01,13:15:21,1429,oorozco@example.org,Food,1243.7,1,Visa,ESP,CAN,0,Desktop,iOS,1,0,1,72,1
sdv-id-wTYKTd,4a7109c6-74f8-4694-bc95-9cad75e7f531,1970-01-01,23:20:58,701,heatherparker@example.com,Retail,1972.82,1,Mastercard,ESP,CHE,0,Mobile,iOS,0,0,0,2,1
sdv-id-sKEWSA,fa87fb09-6f26-424b-b740-eaf17e991651,1970-01-01,10:33:53,1354,ryanrachel@example.org,Retail,619.56,1,Visa,ESP,ARE,0,Desktop,macOS,0,0,1,1102,1
sdv-id-LQzmmf,4ae8285c-17f6-44cf-a24a-d577879a67ac,1970-01-01,08:44:40,341,usmith@example.com,Food,572.87,1,Amex,ESP,ESP,0,Mobile,Android,0,0,1,137,1
sdv-id-Hqepkt,2b31b5e7-40ed-4d57-84a6-24f3231830a3,1970-01-01,02:36:08,1358,joshua02@example.org,Gaming,1607.0,1,Mastercard,ESP,VNM,0,Desktop,Android,1,0,0,2,1
sdv-id-FGvLlu,2b5881f8-4948-4cfb-bfae-769993dd49ce,1970-01-01,06:40:42,202,ryan31@example.net,Travel,187.14,1,Mastercard,ESP,ITA,1,Tablet,macOS,0,0,1,87,0
sdv-id-aLfcms,20fde180-4d1a-4053-ac59-c38c51f0fe1d,1970-01-01,16:20:01,1043,jessica91@example.org,Travel,955.95,1,Amex,ESP,SAU,0,Mobile,Linux,1,0,1,366,1
sdv-id-qOwZMn,1a7ebdd5-da24-4350-833a-c08a2758d04f,1970-01-01,21:14:09,102,johngibson@example.com,Retail,159.74,1,Visa,ESP,MEX,1,Mobile,iOS,0,1,1,2052,0
sdv-id-wwMgcq,f3b20598-a303-414f-a254-4d22944baabb,1970-01-01,06:12:43,1163,jenniferbryant@example.org,Retail,51.66,1,Mastercard,ESP,ESP,1,Tablet,iOS,1,0,0,1624,0
sdv-id-hLVvDH,4a1dab32-6aed-4dc7-a3e0-5309b5a1b949,1970-01-01,07:10:58,1426,terrelljeffery@example.org,Health,30.79,1,Amex,ESP,ESP,0,Mobile,Windows,1,1,0,165,1
sdv-id-mQxVKD,b95175be-5c89-458a-96b4-4b0c576bd523,1970-01-01,07:40:53,1048,thomasmoore@example.com,Food,542.69,1,Visa,ESP,KEN,1,Tablet,Android,0,0,0,202,0
sdv-id-oJKquN,d7f64255-cf97-4ff0-bafd-0718ebced334,1970-01-01,03:41:23,283,qgarcia@example.net,Food,412.56,1,Visa,ESP,ESP,1,Desktop,Windows,0,0,1,776,1
sdv-id-qTWKiF,2e7cdb3f-4404-47f9-9e60-ba33fcbfa2ca,1970-01-01,06:29:28,508,alopez@example.org,Retail,676.66,1,Amex,ESP,JPN,1,Desktop,macOS,1,0,0,907,0
sdv-id-systJz,17013558-4826-4678-8f37-47794d3e8ae0,1970-01-01,14:22:56,1423,espinozatrevor@example.net,Food,1505.21,1,Mastercard,ESP,NLD,0,Desktop,Linux,1,0,1,2,1
sdv-id-JNuwPT,ad9fb00d-4882-473c-9c63-45ab6e0ed1e8,1970-01-01,00:53:56,898,davisrachel@example.com,Food,73.52,1,Amex,ESP,ITA,0,Tablet,Linux,0,1,0,136,0
sdv-id-EDXmyO,a87a90a7-5e1e-47ee-88fa-f5053b543bdb,1970-01-01,00:05:24,201,carmen90@example.net,Tech,795.55,1,Visa,ESP,IND,0,Mobile,Android,1,0,1,516,1
sdv-id-MNJdLl,101c778c-a1a1-41b4-9dca-34888459f41e,1970-01-01,09:36:43,806,deniseharrison@example.net,Retail,181.05,1,Visa,ESP,CHN,1,Desktop,iOS,1,0,0,839,0
sdv-id-kgIOmO,02a49e9a-2a8c-4efe-8def-bf070553c66b,1970-01-01,00:51:15,1137,estradamario@example.org,Gaming,183.9,1,Mastercard,ESP,ESP,0,Desktop,Android,0,0,1,1441,1
sdv-id-ctWcYN,3ef433df-020a-4c40-a095-c0d0a26e67da,1970-01-01,00:49:35,828,xgonzalez@example.org,Gaming,586.74,1,Mastercard,ESP,THA,1,Mobile,Linux,1,0,1,262,1
sdv-id-ZhiAXT,889cd33d-299f-4f30-b9b8-1e658a34b26b,1970-01-01,00:20:52,339,emilyruiz@example.net,Health,1135.35,1,Amex,ESP,ESP,0,Desktop,macOS,0,0,0,11,1
sdv-id-yyzZPe,4f67448e-10ec-4b1f-a4a5-c736ae59aa52,1970-01-01,03:02:08,1089,smithdarren@example.net,Travel,1457.47,1,Visa,ESP,CHL,0,Desktop,Windows,0,0,0,225,1
sdv-id-mCGvmW,8eb22579-0cdb-4ca4-b6ec-bdd68498e113,1970-01-01,02:41:31,1487,griffinbrett@example.com,Gaming,26.92,1,Visa,ESP,USA,1,Tablet,macOS,1,0,1,2400,0
sdv-id-jHvhdB,0c3ce284-c7e5-4bbb-9cb5-1c535b62a8df,1970-01-01,11:24:22,143,jacob72@example.com,Food,829.83,1,Mastercard,ESP,EGY,0,Desktop,iOS,0,0,1,22,1
sdv-id-xTPWuN,d98c8b2e-f96c-47ab-ac92-3aa8837fa030,1970-01-01,06:07:28,1493,bradleywendy@example.org,Retail,466.17,1,Visa,ESP,ESP,1,Tablet,macOS,0,0,1,1611,0
sdv-id-SSnqGw,5990e243-6f3b-4e35-9c23-513db5b3ecb5,1970-01-01,16:38:18,1430,samuelnicholson@example.net,Travel,1142.56,1,Visa,ESP,ESP,0,Desktop,Linux,0,1,0,2,1
sdv-id-CQbANp,0fa38669-b33a-42a9-ba73-42fc741d6857,1970-01-01,18:25:49,131,osullivan@example.net,Health,520.4,1,Mastercard,ESP,ESP,1,Desktop,macOS,1,0,1,89,0
sdv-id-kGNVAW,56db638a-097b-4119-8433-fd20feeef3e1,1970-01-01,00:25:41,647,fbaker@example.org,Travel,12.0,1,Visa,ESP,ESP,1,Mobile,Android,0,0,0,2764,0
sdv-id-wJFFDQ,0e77b689-3d40-4ee0-ba36-a26d42c0d1c2,1970-01-01,03:35:00,293,kristinwilliams@example.com,Food,477.16,1,Amex,ESP,ESP,0,Tablet,Android,0,1,0,909,0
sdv-id-fAYQWC,3ea16e1d-478e-418e-b170-c9b928478f5d,1970-01-01,16:42:39,1221,iflores@example.com,Health,1357.89,1,Visa,ESP,CAN,0,Mobile,iOS,0,0,0,2,1
sdv-id-IvJsZE,8b074d1a-6a7a-4841-a8cc-812a8150e0c9,1970-01-01,05:43:13,1377,bscott@example.com,Travel,1532.72,1,Visa,ESP,CAN,0,Desktop,iOS,0,0,0,2,1
sdv-id-mANEQl,8a61f755-0c6b-4d43-bb37-eb7955315e27,1970-01-01,23:49:33,511,tara62@example.org,Tech,6.44,1,Mastercard,ESP,ESP,1,Desktop,Linux,0,1,1,1438,0
sdv-id-NqrEVA,9feefdff-c566-4a81-b15e-54f6d4d30795,1970-01-01,21:04:45,554,bgarcia@example.com,Health,7.52,1,Mastercard,ESP,ESP,1,Desktop,iOS,1,0,0,946,1
sdv-id-JBIOUH,cf048f3a-6fa5-49d0-ae1f-18acb701001e,1970-01-01,10:07:49,1224,steven24@example.net,Food,1690.26,1,Mastercard,ESP,BRA,0,Mobile,macOS,0,0,0,49,1
sdv-id-mjMdXt,cd320878-e83e-43a0-9445-587e6ff6881f,1970-01-01,11:10:23,623,michelle74@example.org,Tech,1673.78,1,Mastercard,ESP,MEX,0,Mobile,macOS,0,0,0,2,1
sdv-id-kmJLai,98197749-f041-44f7-8e8f-d00b178976de,1970-01-01,10:27:54,1145,nicole98@example.org,Travel,1379.23,1,Amex,ESP,AUT,0,Desktop,Android,1,1,1,626,1
sdv-id-uCdWHN,25db9dbd-817f-4e3b-9a1a-59cf9b480ff5,1970-01-01,04:53:59,705,susangross@example.com,Food,73.46,1,Mastercard,ESP,ESP,0,Mobile,macOS,0,0,0,1274,0
sdv-id-vXGuQX,55fccc14-31c0-44f0-a091-129b2f1835b1,1970-01-01,07:36:04,220,samantha63@example.com,Food,456.27,1,Amex,ESP,ESP,0,Tablet,macOS,0,1,1,25,0
sdv-id-Uivhif,9a31797d-8ce5-4787-bd2c-70bd1e720652,1970-01-01,01:19:38,379,sarahortega@example.net,Health,671.29,1,Visa,ESP,ESP,0,Tablet,iOS,0,0,0,136,1
sdv-id-Lqsjjq,499b0c67-a596-4343-846d-e41e3fd69772,1970-01-01,12:41:47,52,kevinboyd@example.net,Tech,251.28,1,Amex,ESP,DEU,1,Mobile,macOS,0,0,0,1866,1
sdv-id-hIsjGH,57164e3c-7438-4b38-bf43-be26ac6f9539,1970-01-01,15:02:23,729,jessicabush@example.net,Health,144.66,1,Amex,ESP,SGP,1,Desktop,iOS,1,0,1,1226,0
sdv-id-kpaIIN,e79b186f-002d-45ff-ad5a-c9ee61bb1395,1970-01-01,00:42:52,965,davidstacie@example.com,Travel,612.35,1,Mastercard,ESP,JPN,0,Mobile,Android,0,1,1,3,0
sdv-id-dQQnOx,84c253c3-0e3c-4926-a6bd-ac07a62289e0,1970-01-01,07:39:30,1104,harringtondavid@example.com,Food,1614.5,1,Mastercard,ESP,CHN,0,Tablet,macOS,0,1,0,2,1
sdv-id-OTiyeL,14e1aabd-a20c-44ba-a5b0-8e26fc52a468,1970-01-01,05:55:49,1326,kaylamoran@example.net,Travel,929.13,1,Mastercard,ESP,BEL,0,Desktop,iOS,1,0,0,46,1
sdv-id-RqgfTa,80592bd0-df94-4be7-97af-0e28c9b77e59,1970-01-01,22:54:53,1014,richardruiz@example.com,Food,320.7,1,Mastercard,ESP,ESP,0,Mobile,Android,1,1,1,24,1
sdv-id-FvXFIP,cdbbbc7a-a48a-4be5-a0d0-dacc6a1917c8,1970-01-01,12:19:27,370,bushcharles@example.net,Health,326.18,1,Visa,ESP,COL,1,Desktop,iOS,1,1,0,261,0
sdv-id-aQXvbt,d3f63623-39b0-4426-b007-1d3b5c99d8ab,1970-01-01,23:00:51,1282,cwalton@example.com,Retail,1482.11,1,Amex,ESP,SAU,0,Mobile,Linux,1,1,1,4,1
sdv-id-bJJDZp,04aa8f68-b9ae-4292-8012-1516f1e7a280,1970-01-01,11:45:03,1225,brittany62@example.net,Retail,1857.21,1,Visa,ESP,TUR,0,Desktop,Android,0,0,1,3,1
sdv-id-HBlvqc,38d5101f-423c-4d9d-993e-478302b34254,1970-01-01,09:22:56,1052,tara37@example.org,Health,820.36,1,Visa,ESP,ESP,1,Mobile,Android,0,1,1,425,0
sdv-id-vZHMzj,ef798c00-8d7c-431f-bac8-4269cb0e0fe6,1970-01-01,22:27:10,34,scottryan@example.net,Tech,317.09,1,Visa,ESP,THA,1,Mobile,iOS,0,1,1,341,0
sdv-id-mnrkuu,1dee8ebf-7d3a-467e-95bb-fd22c9a84bdd,1970-01-01,23:01:19,1445,jacquelinebutler@example.org,Health,143.04,1,Amex,ESP,ESP,1,Desktop,Android,1,0,0,731,1
sdv-id-BRQCjA,7f2632df-21c2-4510-b6b2-b13cb79f0581,1970-01-01,22:26:11,1253,bharris@example.com,Travel,160.44,1,Mastercard,ESP,MAR,0,Tablet,Linux,0,0,0,226,1
sdv-id-wxiciB,55443efb-89e9-4343-a491-83fb4f74edc2,1970-01-01,18:49:12,216,mariemoore@example.net,Health,1466.95,1,Amex,ESP,MAR,0,Desktop,macOS,0,0,1,37,1
sdv-id-whbkXu,0f0e5767-606f-4a15-b76c-432eb4428cde,1970-01-01,07:20:37,992,karenvelazquez@example.org,Travel,240.55,1,Mastercard,ESP,EGY,1,Mobile,Windows,1,1,1,761,0
sdv-id-HDvbSb,d3f4a49b-33ba-4a88-b6c7-d6fa7aa4f052,1970-01-01,12:43:47,1240,sweeneyjanet@example.com,Gaming,284.44,1,Amex,ESP,EGY,1,Mobile,Windows,0,1,0,2854,1
sdv-id-awOaSc,1092285e-e27c-46ea-ba1b-16b957ea38ad,1970-01-01,04:56:32,1284,qhanson@example.net,Tech,552.09,1,Amex,ESP,TUR,1,Desktop,iOS,1,0,1,176,0
sdv-id-oRqTay,c69ee73d-832d-40cc-8ea9-93a01a8385f9,1970-01-01,05:37:19,308,barnettjonathan@example.net,Tech,1835.18,1,Amex,ESP,ARG,0,Desktop,Windows,1,1,0,331,1
sdv-id-muRJCC,16052cda-51d3-4ded-8478-c8cdca37973b,1970-01-01,01:08:17,370,mendozajason@example.org,Health,1690.13,1,Mastercard,ESP,IND,0,Tablet,Windows,0,0,1,287,1
sdv-id-TKYYZS,f891b0c3-dd3f-487e-92bd-c6619fe0a8c7,1970-01-01,09:09:37,1078,perrysheila@example.org,Gaming,1346.68,1,Mastercard,ESP,UKR,0,Mobile,Android,1,0,1,2,1
sdv-id-NHUBvK,217bc29e-ec95-43e9-a1fa-246624f982ec,1970-01-01,17:42:18,297,luke44@example.org,Tech,125.99,1,Visa,ESP,TUR,0,Desktop,Android,1,1,0,256,1
sdv-id-eygdZU,78ea47e2-cbc4-4d42-9c39-b57dbc0dbd13,1970-01-01,16:47:59,858,jeffreyjohnson@example.org,Travel,818.25,1,Mastercard,ESP,ESP,0,Desktop,Windows,1,1,1,7,1
sdv-id-IrLPbv,2fc44d65-0ad5-4e56-9f9b-87b0ddc418d2,1970-01-01,02:23:51,632,danielpittman@example.org,Retail,454.08,1,Amex,ESP,CHL,1,Tablet,iOS,0,0,1,2426,1
sdv-id-IjxrzK,24c778a5-9b4e-464b-9716-dc2e343ada2a,1970-01-01,12:12:43,770,martinjason@example.org,Tech,884.68,1,Amex,ESP,ARE,0,Tablet,iOS,0,1,0,2138,0
sdv-id-tJZuXq,27aedaae-8c48-43f4-bef3-89ba0a7016c8,1970-01-01,11:57:51,829,michael18@example.org,Food,1152.88,1,Amex,ESP,USA,0,Desktop,macOS,1,1,1,2,1
sdv-id-JWFXfV,c41e63d4-9cb1-4b59-9245-6606596fb6ce,1970-01-01,05:59:46,1106,zwilliams@example.org,Retail,1214.63,1,Amex,ESP,ESP,0,Tablet,Linux,1,1,1,33,0
sdv-id-YKqYTB,77009e43-7af3-4f44-ba03-d8a09f5b4ced,1970-01-01,15:27:15,508,jacobmorgan@example.org,Tech,155.37,1,Visa,ESP,FRA,1,Desktop,iOS,1,1,1,973,1
sdv-id-MqGfdA,b366ffd1-ae4d-4a19-a2c2-aa2466e9a80e,1970-01-01,17:02:21,1472,kevin99@example.com,Food,317.65,1,Amex,ESP,ESP,1,Tablet,Windows,0,1,0,1356,1
sdv-id-jLrHAt,b01cad4e-b4f1-4ca9-92f7-76d1c6ec757f,1970-01-01,05:54:13,831,scott36@example.org,Travel,64.11,1,Amex,ESP,SAU,0,Mobile,macOS,1,0,0,30,1
sdv-id-mJfnAD,9b6bc8bd-507c-4388-8e03-1c3627623cda,1970-01-01,00:18:24,188,anthony21@example.com,Gaming,708.17,1,Amex,ESP,NGA,0,Mobile,Windows,0,0,1,277,0
sdv-id-CmZjZv,8fd48278-3332-43ab-92f7-70724c81cd72,1970-01-01,22:03:42,1430,diazjuan@example.net,Food,20.55,1,Amex,ESP,ESP,1,Desktop,Windows,0,0,1,1849,0
sdv-id-kEVKcC,94deff78-ccaf-419b-b8e2-74d8f250f86c,1970-01-01,10:57:14,397,matthew00@example.net,Travel,150.25,1,Amex,ESP,ESP,0,Tablet,Windows,1,0,0,394,0
sdv-id-ABNWqK,c7797848-1c6e-4704-8311-7efcb0b4d74e,1970-01-01,01:56:12,1442,brian33@example.com,Travel,1089.94,1,Amex,ESP,CHL,0,Tablet,iOS,1,1,0,3,1
sdv-id-oxxvfY,147eeb2d-5a39-44e8-95e7-7e009eb01a8e,1970-01-01,16:31:42,1133,ajones@example.net,Tech,118.37,1,Mastercard,ESP,THA,1,Mobile,Linux,0,0,0,643,0
sdv-id-isdIRf,e5bfca33-67a0-4eec-9a4b-0992a834f352,1970-01-01,03:40:35,248,james93@example.com,Travel,51.9,1,Amex,ESP,ESP,1,Tablet,Windows,0,0,1,1980,0
sdv-id-bsVpdr,05d86c95-f20b-4199-a8a5-7ee7bb6e0d06,1970-01-01,08:00:41,723,reyeskathryn@example.net,Retail,565.36,1,Mastercard,ESP,ESP,1,Tablet,Android,0,1,1,1849,1
sdv-id-qfKcOB,8570b59f-a903-4e67-bc56-8b5324acb722,1970-01-01,02:26:19,1176,patricia58@example.com,Health,274.07,1,Mastercard,ESP,VNM,0,Tablet,iOS,1,1,1,2,1
sdv-id-qqVNap,b506c24d-8fff-49f7-b485-0fcd2f3b2b18,1970-01-01,03:09:44,788,russellstephen@example.org,Tech,327.58,1,Visa,ESP,ESP,0,Mobile,iOS,0,1,0,142,1
